CityName,CityCode,ConfirmedCases20210101,ConfirmedCases20210131,url,ProvinceCode
迪庆,533400,0,0,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN53340000000000,53
徐州,320300,79,79,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN32030000000000,32
益阳,430900,60,60,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43090000000000,43
张家界,430800,5,5,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43080000000000,43
常德,430700,82,82,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43070000000000,43
唐山,130200,58,58,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN13020000000000,13
临沂,371300,49,49,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN37130000000000,37
怀化,431200,40,40,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43120000000000,43
湘潭,430300,36,36,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43030000000000,43
株洲,430200,80,80,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43020000000000,43
天水,620500,12,12,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN62050000000000,62
开封,410200,26,26,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN41020000000000,41
福州,350100,72,72,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN35010000000000,35
双鸭山,230500,52,52,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN23050000000000,23
辽源,220400,7,7,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN22040000000000,22
昌吉,652300,5,5,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN65230000000000,65
牡丹江,231000,36,36,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN23100000000000,23
保定,130600,38,39,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN13060000000000,13
昭通,530600,25,25,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN53060000000000,53
枣庄,370400,24,24,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN37040000000000,37
吴忠,640300,28,28,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN64030000000000,64
长沙,430100,242,242,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43010000000000,43
大理,532900,13,13,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN53290000000000,53
太原,140100,21,21,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14010000000000,14
临汾,141000,2,2,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14100000000000,14
大同,140200,12,12,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14020000000000,14
晋中,140700,37,41,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14070000000000,14
长治,140400,8,8,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14040000000000,14
晋城,140500,10,10,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14050000000000,14
阳泉,140300,4,4,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14030000000000,14
忻州,140900,7,7,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14090000000000,14
朔州,140600,8,8,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14060000000000,14
漯河,411100,36,36,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN41110000000000,41
吕梁,141100,6,6,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14110000000000,14
运城,140800,19,19,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN14080000000000,14
烟台,370600,47,47,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN37060000000000,37
百色,451000,3,3,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN45100000000000,45
三明,350400,14,14,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN35040000000000,35
南平,350700,20,20,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN35070000000000,35
大连,210200,157,161,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN21020000000000,21
郴州,431000,39,39,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43100000000000,43
博尔塔拉,652700,0,0,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN65270000000000,65
湘西,433100,8,8,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43310000000000,43
永州,431100,44,44,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN43110000000000,43
中卫,640500,4,4,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN64050000000000,64
乌鲁木齐,650100,845,845,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN65010000000000,65
漳州,350600,20,20,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN35060000000000,35
濮阳,410900,17,17,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN41090000000000,41
延安,610600,8,8,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN61060000000000,61
绥化,231200,47,523,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN23120000000000,23
淮安,320800,0,12,https://news.sina.cn/project/fy2020/yq_province.shtml?city=CN32080000000000,32
